alert_id,fault_id,fault_name,confidence,method,rule_name,exists
5:gaia-2021-08-27-2021-08-27_21`:50`:36-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-27-2021-08-27_22`:35`:44-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-27-2021-08-27_23`:11`:20-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-28-2021-08-28_00`:22`:15-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-28-2021-08-28_02`:17`:43-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-28-2021-08-28_02`:27`:58-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-28-2021-08-28_03`:30`:28-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-28-2021-08-28_04`:56`:49-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-28-2021-08-28_05`:20`:33-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-28-2021-08-28_05`:36`:25-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-28-2021-08-28_06`:49`:03-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-28-2021-08-28_09`:00`:45-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-28-2021-08-28_09`:24`:12-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-28-2021-08-28_09`:41`:50-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-28-2021-08-28_10`:48`:03-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-28-2021-08-28_12`:00`:39-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-28-2021-08-28_12`:23`:23-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-28-2021-08-28_13`:08`:23-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-28-2021-08-28_16`:41`:21-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-28-2021-08-28_17`:45`:16-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-28-2021-08-28_19`:04`:40-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-28-2021-08-28_19`:12`:23-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-28-2021-08-28_20`:34`:31-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-28-2021-08-28_21`:15`:18-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-28-2021-08-28_22`:10`:32-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-29-2021-08-29_00`:57`:50-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-29-2021-08-29_01`:01`:26-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-29-2021-08-29_01`:51`:31-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-29-2021-08-29_02`:53`:57-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-29-2021-08-29_03`:04`:31-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-29-2021-08-29_03`:15`:35-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-29-2021-08-29_03`:20`:13-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-29-2021-08-29_04`:02`:05-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-29-2021-08-29_04`:24`:57-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-29-2021-08-29_05`:57`:14-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-29-2021-08-29_07`:50`:56-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-29-2021-08-29_09`:54`:39-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-29-2021-08-29_10`:01`:43-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-29-2021-08-29_11`:34`:27-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-29-2021-08-29_12`:02`:57-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-29-2021-08-29_16`:08`:33-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-29-2021-08-29_17`:07`:49-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-29-2021-08-29_17`:35`:57-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-29-2021-08-29_18`:17`:30-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-29-2021-08-29_19`:26`:01-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-29-2021-08-29_20`:44`:00-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-29-2021-08-29_20`:55`:41-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-29-2021-08-29_21`:42`:59-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-29-2021-08-29_23`:07`:16-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-29-2021-08-29_23`:58`:40-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-30-2021-08-30_00`:58`:44-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-30-2021-08-30_02`:03`:21-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-30-2021-08-30_03`:26`:25-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-30-2021-08-30_03`:48`:36-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-30-2021-08-30_03`:54`:13-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-30-2021-08-30_04`:01`:34-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-30-2021-08-30_04`:18`:04-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-30-2021-08-30_05`:09`:08-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-30-2021-08-30_07`:27`:11-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-30-2021-08-30_08`:54`:22-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-30-2021-08-30_09`:13`:57-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-30-2021-08-30_09`:38`:32-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-30-2021-08-30_10`:41`:54-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-30-2021-08-30_11`:07`:22-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-30-2021-08-30_12`:00`:34-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-30-2021-08-30_13`:08`:57-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-30-2021-08-30_14`:20`:22-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-30-2021-08-30_14`:30`:08-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-30-2021-08-30_15`:10`:05-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-30-2021-08-30_15`:16`:26-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-30-2021-08-30_16`:55`:29-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-30-2021-08-30_17`:16`:29-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-30-2021-08-30_18`:42`:23-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-30-2021-08-30_19`:20`:30-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-30-2021-08-30_20`:12`:41-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-30-2021-08-30_20`:40`:46-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-30-2021-08-30_20`:44`:44-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-30-2021-08-30_21`:02`:07-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-30-2021-08-30_23`:08`:02-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-30-2021-08-30_23`:25`:20-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-31-2021-08-31_00`:58`:36-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-31-2021-08-31_04`:44`:03-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-31-2021-08-31_05`:48`:28-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-31-2021-08-31_06`:29`:26-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-31-2021-08-31_07`:38`:26-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-31-2021-08-31_08`:15`:23-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-31-2021-08-31_09`:13`:14-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-31-2021-08-31_09`:22`:38-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-31-2021-08-31_09`:44`:44-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-31-2021-08-31_11`:35`:45-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-31-2021-08-31_12`:59`:21-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-31-2021-08-31_13`:53`:57-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-31-2021-08-31_13`:58`:55-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-31-2021-08-31_14`:57`:42-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-31-2021-08-31_15`:02`:27-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-31-2021-08-31_15`:08`:38-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-31-2021-08-31_17`:18`:39-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-31-2021-08-31_17`:44`:44-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-31-2021-08-31_17`:47`:25-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-31-2021-08-31_20`:33`:32-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-31-2021-08-31_21`:22`:50-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-31-2021-08-31_21`:47`:00-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-31-2021-08-31_22`:23`:54-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-31-2021-08-31_22`:46`:16-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-31-2021-08-31_22`:54`:06-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-31-2021-08-31_23`:02`:01-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-dbservice1-2021-07-01_11`:54`:27-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-01_22`:33`:05-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-02_01`:21`:29-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-02_13`:13`:23-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-02_16`:30`:41-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-04_07`:33`:33-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-04_15`:11`:08-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-04_17`:11`:45-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-06_13`:41`:25-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-06_14`:49`:17-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-07_06`:04`:56-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-07_15`:21`:22-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-07_16`:27`:10-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-07_17`:43`:40-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-08_18`:22`:20-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-09_16`:43`:48-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-09_20`:50`:41-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-09_21`:45`:58-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-09_22`:43`:44-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-10_09`:23`:53-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-10_10`:47`:12-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-11_00`:45`:02-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-11_19`:37`:18-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-12_18`:09`:31-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-13_12`:19`:49-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-13_16`:53`:54-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-14_12`:37`:39-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-14_23`:41`:00-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-15_08`:40`:04-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-15_10`:06`:35-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-15_23`:51`:53-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-16_04`:31`:33-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-16_08`:45`:40-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-16_22`:18`:34-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-17_08`:45`:14-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-17_16`:52`:01-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-17_20`:08`:58-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-18_08`:55`:08-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-20_09`:33`:35-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-20_13`:38`:01-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-21_05`:31`:10-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-21_09`:01`:49-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-22_00`:14`:56-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-22_07`:35`:13-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-23_13`:28`:22-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-24_03`:43`:34-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-24_05`:20`:46-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-dbservice1-2021-07-24_09`:40`:44-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
